company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year,stage_of_startup
Kudos,2014,Pune,Technology,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",Marquee fintech founders,3000000.0,Pre-series A,2021,Established
OfBusiness,2015,Gurugram,Technology,OfBusiness is a financing platform that offers smart financing to SMEs.,"Falcon Edge India, Norwest Venture Partners",110000000.0,Venture - Series Unknown,2021,Established
Superpro.ai,2019,Bangalore,Media & Entertainment,Enabling independent professionals to bring offline consulting online with AI,"SOSV, Omphalos Ventures India",3000000.0,Seed,2021,Early Stage
ShareChat,2015,Bangalore,Media & Entertainment,ShareChat is a social networking and regional content platform.,"Twitter Ventures, Pawan Munjal",500000000.0,Venture - Series Unknown,2021,Established
WiT-ACE,2020,Gurugram,Transport,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",CitiusTech,1000000.0,Seed,2021,Early Stage
Spinny,2015,Gurugram,Commerce,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Arena Holdings, Think Investments",65000000.0,Series C,2021,Established
Alteria Capital,2018,Mumbai,Technology,Alteria Capital is a Venture debt firm .,Venture Catalysts,150000000000.0,Debt,2021,Early Stage
Safexpay,2017,Thane,Technology,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,"T Choithrams BVI, Ardor",6000000.0,Venture - Series Unknown,2021,Early Stage
PumPumPum,2018,Gurugram,Real Estate,Pumpumpum is a car rental company.,"Kogta Financial India Limited, ICICI Bank",700000.0,Pre-series A,2021,Early Stage
Speciale Invest,2017,Bangalore,Technology,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,Venture Catalysts,10000000.0,Venture - Series Unknown,2021,Early Stage
Eunimart,2016,Hyderabad,Commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A,2021,Early Stage
Meesho,2015,Bangalore,Commerce,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,"SAIF Partners, Venture Highway",300000000.0,Venture - Series Unknown,2021,Established
CareerLabs,2019,Bangalore,Education,"Aim to help students become future-ready, setting them on a path to success that suits them best.",Global Founders Capital,2200000.0,Venture - Series Unknown,2021,Early Stage
Uable,2020,Bangalore,Education,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,"JAFCO Asia, Chiratae Ventures",35000000.0,Pre-series A,2021,Early Stage
Zoko,2016,Bangalore,Technology,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",Y Combinator,140000000.0,Seed,2021,Early Stage
GetWork,2019,Gurugram,Business,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Artha Venture Fund,200000.0,Seed,2021,Early Stage
Easebuzz,2015,Pune,Commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,"Jitendra Gupta, Amrish Rau",4000000.0,Series A,2021,Established
Chingari,2018,Bangalore,Media & Entertainment,Chingari operates as a short video platform.,"FJ Labs, Brian Norgard",13000000.0,Venture - Series Unknown,2021,Early Stage
DusMinute,2017,Bangalore,Commerce,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Indian Angel Network,1100000.0,Pre-series A,2021,Early Stage
Onsurity,2020,Bangalore,Health,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,"Jitendra Gupta, Harsh Shah",3000000.0,Venture - Series Unknown,2021,Early Stage
Karbon Card,2019,Bangalore,Technology,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,Y Combinator,3000000.0,Venture - Series Unknown,2021,Early Stage
Factors.AI,2020,Bangalore,Technology,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers","Elevation Partners, Emergent Ventures",2000000.0,Venture - Series Unknown,2021,Early Stage
Elevar,2017,Mumbai,Sports,"A Revolutionary Sports Brand, Engineered For Those Who Want More.","Kalaari Capital, Dream Capital",2000000.0,Venture - Series Unknown,2021,Early Stage
Studio Sirah,2020,Computer Games,Sports,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,Lumikai,800000.0,Venture - Series Unknown,2021,Early Stage
OTO Capital,2018,Mumbai,Technology,The Future Of Vehicle Ownership!,Matrix Partners India,6000000.0,Venture - Series Unknown,2021,Early Stage
1Bridge,2016,Bangalore,Commerce,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",C4D Partners,2500000.0,Venture - Series Unknown,2021,Early Stage
Skeps,2018,Gurugram,Technology,"A blockchain products company, developing a proprietary product in the FinTech space",Bertelsmann India,9500000.0,Venture - Series Unknown,2021,Early Stage
Curefoods,2020,Food & Beverages,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Venture - Series Unknown,2021,Early Stage
TartanSense,2015,Bangalore,Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures",5000000.0,Venture - Series Unknown,2021,Established
Bewakoof,2012,Mumbai,Beauty & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",InvestCorp,8000000.0,Venture - Series Unknown,2021,Established
Kirana247,2018,New Delhi,Transport,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,Mumbai Angels Network,1000000.0,Venture - Series Unknown,2021,Early Stage
FanPlay,2020,Computer Games,Sports,A real money game app specializing in trivia games YC W21,Upsparks,1200000.0,Venture - Series Unknown,2021,Early Stage
NeoDocs,2020,Mumbai,Health,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital",3000000.0,Venture - Series Unknown,2021,Early Stage
IsGoingOnline,2015,Cochin,Commerce,Kochi-based digital catalogue and marketplace IsGoingOnline,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Venture - Series Unknown,2021,Established
Camp K12,2010,Gurugram,Education,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Matrix Partners India, Elevation Capital",12000000.0,Venture - Series Unknown,2021,Established
Elda Health,2020,Bangalore,Health,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Avaana Capital, Orios Ventures",1500000.0,Venture - Series Unknown,2021,Early Stage
Sporjo,2020,Mumbai,Sports,A one stop destination to build a successful career in the Indian sports industry!,Punit Balan,2000000.0,Venture - Series Unknown,2021,Early Stage
Advantage Club,2014,Mumbai,Business,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Venture - Series Unknown,2021,Established
SuperGaming,2017,Pune,Manufacturing,"At SuperGaming, building India's best gaming company.","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Venture - Series Unknown,2021,Early Stage
Ruptok,2020,New Delhi,Technology,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Eclear Leasing,1000000.0,Venture - Series Unknown,2021,Early Stage
TartanSense,2015,Bangalore,Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures",5000000.0,Series A,2021,Established
Kirana247,2018,New Delhi,Transport,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,Mumbai Angels Network,1000000.0,Pre-series A,2021,Early Stage
NeoDocs,2020,Mumbai,Health,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital",3000000.0,Pre-seed,2021,Early Stage
IsGoingOnline,2015,Cochin,Commerce,Kochi-based digital catalogue and marketplace IsGoingOnline,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-series A,2021,Established
Camp K12,2010,Gurugram,Education,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Matrix Partners India, Elevation Capital",12000000.0,Series A,2021,Established
Elda Health,2020,Bangalore,Health,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Avaana Capital, Orios Ventures",1500000.0,Seed,2021,Early Stage
Sporjo,2020,Mumbai,Sports,A one stop destination to build a successful career in the Indian sports industry!,Punit Balan,2000000.0,Pre-series A,2021,Early Stage
SuperGaming,2017,Pune,Manufacturing,"At SuperGaming, building India's best gaming company.","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Series A,2021,Early Stage
O’ Be Cocktails,2019,Bangalore,Commerce,India’s first and only Ready to Drink Premium Cocktails.,"First Cheque, Letsventure",400000.0,Venture - Series Unknown,2021,Early Stage
Zetwerk,2018,Bangalore,Manufacturing,ZETWERK is a universal manufacturing network powered by new-age technology.,"Pegasus Tech Ventures, Base Partners",150000000.0,Series E,2021,Early Stage
AppsForBharat,2020,Bangalore,LifeStyle,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.","Sequoia Capital India, BEENEXT",4000000.0,Seed,2021,Early Stage
Imagimake,2011,Mumbai,Commerce,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",Velocity,3000000.0,Venture - Series Unknown,2021,Established
Khatabook,2018,Bangalore,Finance,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0,Series C,2021,Early Stage
Smytten,2015,Gurugram,Commerce,India's largest premium discovery and trial platform!,Fireside Ventures,6000000.0,Series A,2021,Established
Syook,2016,Bangalore,Manufacturing,Syook is building the next generation enterprise IOT platform.,"Inflection Point Ventures, ONGC",1000000.0,Series A,2021,Early Stage
Akudo,2020,Bangalore,Technology,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Y Combinator, Incubate Fund India",3000000.0,Pre-seed,2021,Early Stage
NOTO,2019,Mumbai,Commerce,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000.0,Pre-series A,2021,Early Stage
Lumiq,2013,Noida,Technology,Help enterprises monetize their data and reinvent the digital transformation journey.,Info Edge Ventures,2000000.0,Seed,2021,Established
CommerceUp,2018,Gurugram,Technology,Grow and manage ecommerce business from single dashboard,NB Ventures,3000000.0,Seed,2021,Early Stage
Breathe Well-being,2015,Gurugram,Health,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",Accel,5500000.0,Series A,2021,Established
Hike,2012,New Delhi,Technology,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,"Binny Bansal, Kunal Shah",3000000.0,Venture - Series Unknown,2021,Established
House of Kieraya,2013,Bangalore,LifeStyle,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",TradeCred,15000000.0,Venture - Series Unknown,2021,Established
goEgoNetwork,2019,Pune,Transport,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",Mumbai Angels Network,2000000.0,Venture - Series Unknown,2021,Early Stage
Probus,2017,New Delhi,Technology,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",Unicorn India Ventures,500000.0,Bridge,2021,Early Stage
DrinkPrime,2016,Bangalore,Commerce,India's Smartest Water Purifiers and are redefining water purifier ownership.,"UC Inclusive Credit, Western Capital",1000000.0,Venture - Series Unknown,2021,Early Stage
